frame,area,speed
1,5.778888888888889,0
2,5.7588888888888885,0
3,5.954444444444444,0
4,5.926666666666667,0
5,5.927777777777778,0
6,5.91,0
7,5.987777777777778,0
8,5.851111111111111,0
9,6.06,0
10,5.94,0
11,5.495555555555556,0
12,5.167777777777777,0
13,5.262222222222222,0
14,5.493333333333333,0
15,5.331111111111111,0
16,4.914444444444444,0
17,4.303333333333334,0
18,5.0344444444444445,0
19,5.276666666666666,0
20,4.891111111111111,0
21,5.04,0
22,5.566666666666666,0
23,5.586666666666667,0
24,5.9222222222222225,0
25,6.133333333333334,0
26,5.927777777777778,0
27,4.865555555555556,0
28,4.8133333333333335,0
29,5.0744444444444445,0
30,4.622222222222222,0
31,4.307777777777778,0
32,5.147777777777778,0
33,5.38,0
34,4.947777777777778,0
35,5.438888888888889,0
36,8.758888888888889,0
37,8.848888888888888,0
38,8.592222222222222,0
39,8.286666666666667,0
40,8.587777777777777,0
41,7.58,54
42,5.018888888888889,18
43,5.528888888888889,18
44,5.246666666666667,11
45,5.2155555555555555,11
46,5.472222222222222,54
47,4.946666666666666,54
48,4.448888888888889,54
49,5.652222222222222,54
50,6.002222222222223,54
51,4.956666666666667,54
52,4.987777777777778,54
53,5.49,54
54,5.608888888888889,54
55,4.964444444444444,54
56,4.2155555555555555,54
57,4.348888888888889,54
58,4.57,54
59,4.351111111111111,54
60,4.242222222222222,38
61,4.216666666666667,38
62,4.222222222222222,49
63,4.518888888888889,49
64,4.805555555555555,39
65,5.02,41
66,5.02,49
67,5.096666666666667,8
68,5.114444444444445,8
69,4.99,38
70,4.961111111111111,38
71,4.992222222222222,38
72,5.514444444444444,38
73,5.607777777777778,38
74,5.938888888888889,38
75,6.082222222222223,38
76,5.961111111111111,38
77,5.778888888888889,38
78,5.543333333333333,38
79,5.26,49
80,4.913333333333333,49
81,5.428888888888889,54
82,5.927777777777778,54
83,5.914444444444444,54
84,5.804444444444444,49
85,5.697777777777778,44
86,5.404444444444445,44
87,5.335555555555556,38
88,5.957777777777777,38
89,5.9222222222222225,44
90,5.607777777777778,44
91,5.48,44
92,5.4511111111111115,38
93,4.837777777777778,38
94,5.315555555555555,38
95,4.776666666666666,38
96,4.525555555555556,44
97,4.717777777777778,44
98,4.2588888888888885,44
99,4.232222222222222,44
100,5.107777777777778,39
101,5.176666666666667,39
102,4.855555555555555,38
103,4.206666666666667,38
104,4.111111111111111,38
105,4.242222222222222,38
106,4.078888888888889,44
107,3.8333333333333335,44
108,3.8566666666666665,44
109,3.9133333333333336,44
110,3.921111111111111,39
111,4.101111111111111,39
112,4.518888888888889,54
113,5.114444444444445,39
114,5.265555555555555,39
115,5.401111111111111,39
116,5.486666666666666,39
117,5.545555555555556,41
118,5.57,41
119,5.522222222222222,38
120,5.528888888888889,39
121,5.504444444444444,39
122,5.455555555555556,39
123,5.368888888888889,39
124,5.325555555555556,39
125,5.276666666666666,49
126,5.183333333333334,38
127,5.157777777777778,38
128,5.098888888888889,38
129,5.062222222222222,39
130,4.982222222222222,39
131,4.877777777777778,11
132,4.871111111111111,38
133,4.773333333333333,3
134,4.573333333333333,54
135,4.31,54
136,4.607777777777778,54
137,5.0344444444444445,54
138,4.956666666666667,4
139,4.9911111111111115,4
140,4.9655555555555555,54
141,4.7844444444444445,54
142,3.9644444444444447,54
143,3.152222222222222,54
144,2.267777777777778,54
145,1.5422222222222222,38
146,1.2666666666666666,38
147,1.1933333333333334,38
148,1.4833333333333334,38
149,2.418888888888889,38
150,3.187777777777778,38
151,4.731111111111111,38
152,4.96,38
153,4.911111111111111,38
154,4.594444444444444,38
155,4.1033333333333335,38
156,3.471111111111111,38
157,3.0655555555555556,38
158,2.4344444444444444,38
159,2.3644444444444446,39
160,2.5233333333333334,39
161,4.538888888888889,39
162,5.015555555555555,39
163,4.473333333333334,54
164,3.818888888888889,54
165,2.632222222222222,54
166,2.25,54
167,2.382222222222222,54
168,2.1633333333333336,54
169,1.728888888888889,54
170,1.531111111111111,38
171,1.8155555555555556,38
172,1.521111111111111,38
173,1.4533333333333334,38
174,1.698888888888889,38
175,2.14,38
176,3.112222222222222,38
177,3.5344444444444445,38
178,3.1555555555555554,38
179,2.671111111111111,38
180,2.1266666666666665,38
181,2.1433333333333335,38
182,1.53,38
183,1.78,38
184,2.442222222222222,54
185,2.2311111111111113,54
186,2.1555555555555554,54
187,2.2466666666666666,54
188,3.22,39
189,3.8155555555555556,39
190,3.977777777777778,39
191,3.671111111111111,39
192,2.56,39
193,2.16,39
194,1.958888888888889,54
195,2.241111111111111,54
196,2.79,39
197,4.881111111111111,39
198,4.573333333333333,39
199,2.5766666666666667,38
200,2.548888888888889,38
201,4.315555555555555,38
202,4.651111111111111,38
203,3.69,49
204,2.1855555555555557,49
205,3.22,49
206,4.731111111111111,54
207,4.804444444444444,54
208,4.838888888888889,54
209,4.81,49
210,4.274444444444445,15
211,3.6566666666666667,0
212,4.764444444444444,0
213,5.273333333333333,0
214,5.23,0
215,5.35,0
216,5.342222222222222,0
217,4.764444444444444,0
218,8.34,0
219,7.64,0
220,6.444444444444445,0
221,6.003333333333333,0
222,4.552222222222222,0
223,4.9622222222222225,0
224,3.82,0
225,3.5444444444444443,0
226,3.5655555555555556,0
227,4.971111111111111,0
228,5.447777777777778,0
229,5.743333333333333,0
230,5.592222222222222,0
231,5.487777777777778,0
232,7.341111111111111,0
233,7.182222222222222,18
234,7.862222222222222,18
235,6.23,3
236,4.738888888888889,1
237,6.5055555555555555,2
238,7.96,54
239,6.984444444444445,54
240,5.182222222222222,54
241,5.098888888888889,54
242,5.458888888888889,38
243,5.682222222222222,38
244,5.5055555555555555,38
245,4.618888888888889,38
246,4.59,54
247,4.383333333333334,54
248,4.92,54
249,4.814444444444445,54
250,4.773333333333333,54
251,4.564444444444445,38
252,4.683333333333334,38
253,5.283333333333333,38
254,4.612222222222222,38
255,4.585555555555556,38
256,1.3322222222222222,38
257,2.4066666666666667,38
258,3.611111111111111,38
259,3.778888888888889,38
260,3.781111111111111,41
261,3.781111111111111,41
262,3.1444444444444444,54
263,4.446666666666666,54
264,4.245555555555556,54
265,4.768888888888889,54
266,4.453333333333333,54
267,4.133333333333334,54
268,6.344444444444444,54
269,5.5777777777777775,54
270,4.854444444444445,49
271,4.908888888888889,49
272,4.753333333333333,49
273,4.724444444444444,49
274,4.333333333333333,49
275,4.562222222222222,49
276,4.136666666666667,49
277,3.6277777777777778,49
278,3.47,49
279,3.56,49
280,4.334444444444444,49
281,3.8366666666666664,49
282,4.734444444444445,38
283,5.504444444444444,38
284,5.045555555555556,38
285,4.886666666666667,38
286,4.346666666666667,38
287,4.274444444444445,38
288,5.385555555555555,38
289,5.182222222222222,38
290,5.092222222222222,38
291,4.412222222222222,38
292,4.065555555555555,38
293,5.001111111111111,38
294,5.404444444444445,38
295,5.236666666666666,38
296,4.872222222222222,38
297,3.7044444444444444,38
298,4.33,38
299,5.345555555555555,38
300,5.251111111111111,38
301,4.552222222222222,38
302,3.922222222222222,38
303,3.9555555555555557,38
304,5.308888888888889,38
305,5.302222222222222,49
306,5.351111111111111,49
307,5.021111111111111,49
308,4.783333333333333,41
309,4.036666666666667,54
310,4.08,54
311,4.737777777777778,54
312,4.633333333333334,54
313,4.8677777777777775,54
314,4.973333333333334,7
315,4.792222222222223,7
316,4.791111111111111,7
317,1.01,7
318,1.72,38
319,3.6555555555555554,38
320,4.883333333333334,38
321,4.808888888888889,38
322,4.384444444444444,38
323,3.9722222222222223,38
324,4.42,38
325,4.995555555555556,38
326,5.011111111111111,38
327,4.877777777777778,38
328,5.128888888888889,3
329,5.111111111111111,38
330,5.535555555555556,38
331,5.517777777777778,38
332,4.321111111111111,38
333,0.0,38
334,5.295555555555556,54
335,5.557777777777778,54
336,4.2588888888888885,54
337,4.732222222222222,54
338,5.315555555555555,54
339,4.6866666666666665,54
340,4.902222222222222,54
341,4.89,54
342,4.828888888888889,54
343,4.355555555555555,54
344,4.115555555555556,54
345,4.177777777777778,38
346,4.354444444444445,38
347,4.2988888888888885,38
348,3.718888888888889,38
349,2.63,38
350,3.137777777777778,38
351,4.398888888888889,38
352,4.154444444444445,38
353,3.942222222222222,38
354,2.9966666666666666,54
355,3.057777777777778,11
356,2.8033333333333332,54
357,2.3655555555555554,54
358,3.8177777777777777,54
359,3.84,27
360,3.1977777777777776,54
361,3.0877777777777777,54
362,2.973333333333333,54
363,3.7533333333333334,44
364,3.1733333333333333,44
365,3.9077777777777776,54
366,3.14,54
367,4.791111111111111,54
368,4.2444444444444445,49
369,5.2844444444444445,49
370,5.454444444444444,49
371,5.5088888888888885,49
372,5.525555555555556,49
373,5.188888888888889,38
374,4.864444444444445,38
375,4.561111111111111,38
376,4.631111111111111,54
377,4.656666666666666,54
378,4.772222222222222,54
379,4.68,54
380,4.483333333333333,54
381,3.921111111111111,54
382,3.798888888888889,54
383,3.9788888888888887,54
384,3.931111111111111,54
385,3.7311111111111113,54
386,3.868888888888889,54
387,3.561111111111111,54
388,3.4411111111111112,54
389,3.3966666666666665,54
390,3.4444444444444446,41
391,3.8022222222222224,44
392,4.4511111111111115,44
393,4.691111111111111,44
394,4.957777777777777,41
395,5.014444444444444,41
396,5.073333333333333,41
397,4.923333333333333,41
398,4.935555555555555,38
399,5.0311111111111115,38
400,5.071111111111111,38
401,5.1066666666666665,38
402,5.1,38
403,5.073333333333333,38
404,5.045555555555556,38
405,5.072222222222222,38
406,5.081111111111111,38
407,5.032222222222222,38
408,5.144444444444445,38
409,4.983333333333333,38
410,4.988888888888889,38
411,5.028888888888889,38
412,5.01,38
413,5.075555555555556,38
414,5.107777777777778,38
415,5.0777777777777775,38
416,5.086666666666667,38
417,5.088888888888889,38
418,5.0777777777777775,38
419,5.014444444444444,38
420,4.963333333333333,38
421,5.0344444444444445,38
422,4.9655555555555555,38
423,4.915555555555556,38
424,4.901111111111111,38
425,5.003333333333333,38
426,4.8,38
427,4.9255555555555555,38
428,4.9366666666666665,38
429,5.004444444444444,38
430,5.03,54
431,5.04,18
432,4.983333333333333,18
433,4.556666666666667,54
434,4.567777777777778,54
435,4.774444444444445,54
436,4.721111111111111,54
437,4.773333333333333,54
438,4.728888888888889,3
439,4.734444444444445,3
440,4.588888888888889,54
441,4.375555555555556,54
442,4.292222222222223,54
443,4.476666666666667,54
444,4.596666666666667,54
445,4.7188888888888885,54
446,4.775555555555556,54
447,4.806666666666667,54
448,4.728888888888889,54
449,4.762222222222222,54
450,4.66,54
451,4.597777777777778,54
452,4.663333333333333,54
453,4.596666666666667,54
454,4.271111111111111,54
455,4.267777777777778,54
456,4.24,54
457,4.303333333333334,11
458,5.221111111111111,38
459,5.364444444444445,38
460,5.014444444444444,54
461,0.24444444444444444,41
462,0.2688888888888889,49
463,1.8466666666666667,49
464,2.3833333333333333,49
465,2.7866666666666666,10
466,1.2266666666666666,10
467,0.21666666666666667,10
468,0.21444444444444444,10
469,0.21444444444444444,38
470,0.3211111111111111,38
471,0.3188888888888889,38
472,0.30777777777777776,38
473,0.30333333333333334,38
474,0.3288888888888889,38
475,0.5166666666666667,38
476,0.14,38
477,0.28888888888888886,38
478,0.22111111111111112,38
479,0.30777777777777776,38
480,0.31333333333333335,38
481,4.41,54
482,5.06,54
483,4.801111111111111,54
484,4.461111111111111,54
485,4.053333333333334,54
486,4.076666666666667,54
487,4.076666666666667,54
488,4.068888888888889,54
489,4.568888888888889,54
490,4.628888888888889,44
491,4.567777777777778,44
492,4.2877777777777775,44
493,4.267777777777778,44
494,4.321111111111111,44
495,4.43,44
496,4.483333333333333,44
497,4.202222222222222,44
498,3.982222222222222,44
499,3.767777777777778,44
500,4.083333333333333,44
501,3.8255555555555554,44
502,4.638888888888889,44
503,4.385555555555555,44
504,4.27,8
505,4.6755555555555555,54
506,5.296666666666667,44
507,5.288888888888889,54
508,4.884444444444444,54
509,5.181111111111111,41
510,5.101111111111111,41
511,4.926666666666667,49
512,4.794444444444444,49
513,4.69,38
514,4.608888888888889,38
515,4.09,44
516,4.328888888888889,44
517,4.374444444444444,54
518,4.518888888888889,54
519,4.467777777777778,54
520,4.453333333333333,54
521,4.477777777777778,24
522,4.812222222222222,39
523,4.6066666666666665,39
524,4.34,39
525,4.354444444444445,39
526,4.302222222222222,39
527,4.095555555555555,39
528,3.8922222222222222,39
529,4.514444444444444,39
530,5.15,54
531,4.864444444444445,54
532,4.705555555555556,54
533,5.011111111111111,38
534,4.7188888888888885,38
535,5.558888888888889,38
536,5.167777777777777,54
537,4.125555555555556,39
538,4.638888888888889,0
539,4.7,0
540,5.542222222222223,0
541,4.974444444444444,0
542,4.286666666666667,0
543,5.1177777777777775,0
544,5.443333333333333,0
545,5.444444444444445,0
546,5.415555555555556,0
547,5.601111111111111,0
548,5.243333333333333,0
549,4.535555555555556,0
550,4.761111111111111,0
551,5.276666666666666,0
552,5.3133333333333335,0
553,4.9,0
554,4.4622222222222225,0
555,4.901111111111111,0
556,5.398888888888889,0
557,5.804444444444444,0
558,5.865555555555556,0
559,5.997777777777777,0
560,6.068888888888889,0
561,6.135555555555555,5
562,6.138888888888889,4
563,6.1066666666666665,19
564,6.006666666666667,19
565,5.9255555555555555,38
566,5.6,38
567,5.676666666666667,38
568,5.8822222222222225,38
569,5.7122222222222225,38
570,5.776666666666666,38
571,5.723333333333334,38
572,5.736666666666666,38
573,5.597777777777778,38
574,5.612222222222222,38
575,6.151111111111111,38
576,6.0,38
577,5.875555555555556,38
578,5.7588888888888885,22
579,5.765555555555555,54
580,5.8277777777777775,5
581,5.854444444444445,38
582,5.935555555555555,38
583,5.868888888888889,38
584,5.772222222222222,38
585,5.774444444444445,38
586,5.761111111111111,13
587,5.818888888888889,2
588,5.667777777777777,38
589,5.586666666666667,38
590,5.45,38
591,5.223333333333334,38
592,5.288888888888889,38
593,5.21,38
594,5.161111111111111,38
595,5.178888888888889,38
596,5.29,38
597,5.188888888888889,38
598,5.502222222222223,38
599,5.661111111111111,54
600,5.401111111111111,13
601,5.22,13
602,5.24,13
603,5.138888888888889,13
604,5.141111111111111,13
605,5.1755555555555555,38
606,5.265555555555555,38
607,5.4255555555555555,38
608,3.4255555555555555,38
609,4.543333333333333,4
610,5.3133333333333335,19
611,5.304444444444444,27
612,5.312222222222222,54
613,5.237777777777778,54
614,5.184444444444445,54
615,4.941111111111111,54
616,4.852222222222222,54
617,4.838888888888889,54
618,5.065555555555555,27
619,5.264444444444444,54
620,5.268888888888889,54
621,5.331111111111111,54
622,5.8822222222222225,39
623,5.406666666666666,39
624,6.174444444444444,39
625,5.261111111111111,39
626,5.332222222222223,41
627,5.3533333333333335,41
628,5.365555555555556,49
629,5.526666666666666,41
630,5.398888888888889,15
631,5.423333333333333,15
632,5.204444444444444,54
633,5.161111111111111,54
634,4.845555555555555,54
635,4.766666666666667,13
636,4.8533333333333335,27
637,5.036666666666667,54
638,5.2155555555555555,54
639,5.177777777777778,12
640,5.292222222222223,54
641,5.361111111111111,19
642,5.53,19
643,5.644444444444445,38
644,5.702222222222222,38
645,5.786666666666667,38
646,5.732222222222222,38
647,5.608888888888889,54
648,5.483333333333333,54
649,5.485555555555556,54
650,5.374444444444444,54
651,5.32,54
652,5.214444444444444,38
653,5.157777777777778,38
654,5.123333333333333,38
655,5.09,38
656,5.115555555555556,38
657,5.23,38
658,5.317777777777778,38
659,5.301111111111111,38
660,5.264444444444444,38
661,5.267777777777778,38
662,5.321111111111111,38
663,5.32,38
664,5.273333333333333,54
665,5.3277777777777775,54
666,5.275555555555556,54
667,5.252222222222223,54
668,5.246666666666667,54
669,5.303333333333334,54
670,5.3933333333333335,54
671,5.304444444444444,54
672,5.388888888888889,54
673,5.371111111111111,54
674,5.433333333333334,54
675,5.487777777777778,38
676,5.403333333333333,38
677,5.633333333333334,38
678,5.405555555555556,38
679,5.546666666666667,38
680,5.49,41
681,5.403333333333333,41
682,5.381111111111111,41
683,5.41,54
684,5.446666666666666,54
685,5.443333333333333,54
686,5.52,54
687,5.552222222222222,10
688,5.507777777777778,54
689,5.584444444444444,54
690,5.544444444444444,38
691,5.457777777777777,38
692,5.397777777777778,38
693,5.421111111111111,38
694,5.312222222222222,38
695,5.317777777777778,44
696,5.267777777777778,44
697,5.202222222222222,44
698,5.185555555555555,27
699,5.154444444444445,41
700,5.155555555555556,41
701,5.261111111111111,54
702,5.223333333333334,5
703,5.168888888888889,14
704,5.151111111111111,18
705,5.543333333333333,14
706,5.833333333333333,14
707,5.608888888888889,54
708,5.692222222222222,54
709,5.767777777777778,54
710,5.77,54
711,5.775555555555556,27
712,5.858888888888889,6
713,5.905555555555556,41
714,5.897777777777778,27
715,5.907777777777778,27
716,5.957777777777777,11
717,5.887777777777778,39
718,5.698888888888889,39
719,5.407777777777778,39
720,5.253333333333333,39
721,5.263333333333334,39
722,5.29,38
723,5.458888888888889,38
724,5.591111111111111,38
725,5.6433333333333335,38
726,5.641111111111111,27
727,5.645555555555555,15
728,5.671111111111111,15
729,5.5488888888888885,38
730,5.581111111111111,38
731,5.541111111111111,38
732,5.456666666666667,38
733,5.681111111111111,38
734,5.803333333333334,38
735,5.811111111111111,38
736,5.855555555555555,38
737,5.926666666666667,38
738,5.841111111111111,54
739,5.851111111111111,54
740,5.848888888888889,54
741,5.87,39
742,5.835555555555556,39
743,5.841111111111111,39
744,5.834444444444444,39
745,5.7555555555555555,38
746,5.783333333333333,38
747,5.862222222222222,38
748,5.871111111111111,38
749,5.81,38
750,5.794444444444444,38
751,5.708888888888889,38
752,5.706666666666667,38
753,5.687777777777778,54
754,5.721111111111111,54
755,5.766666666666667,54
756,5.797777777777778,54
757,5.001111111111111,54
758,5.87,54
759,5.72,54
760,5.772222222222222,8
761,5.731111111111111,8
762,5.506666666666667,27
763,5.384444444444444,54
764,5.236666666666666,54
765,5.204444444444444,0
766,5.3277777777777775,0
767,5.373333333333333,0
768,5.472222222222222,0
769,5.2844444444444445,0
770,5.39,0
771,5.478888888888889,0
772,5.584444444444444,0
773,5.594444444444444,0
774,5.398888888888889,0
775,4.897777777777778,0
776,4.608888888888889,0
777,4.727777777777778,0
778,5.02,0
779,4.983333333333333,0
780,4.862222222222222,0
781,4.771111111111111,0
782,4.706666666666667,0
783,4.733333333333333,0
784,4.731111111111111,0
785,4.702222222222222,0
786,4.828888888888889,0
787,4.838888888888889,0
788,4.7877777777777775,0
789,4.764444444444444,0
790,4.725555555555555,0
791,4.834444444444444,0
792,4.8933333333333335,0
793,4.774444444444445,0
794,4.877777777777778,0
795,4.982222222222222,0
796,5.21,0
797,5.413333333333333,0
798,5.783333333333333,0
799,5.834444444444444,0
800,5.917777777777777,0
801,6.024444444444445,54
802,6.01,54
803,6.003333333333333,54
804,5.9688888888888885,54
805,5.811111111111111,11
806,5.573333333333333,10
807,5.375555555555556,10
808,4.954444444444444,3
809,5.24,8
810,5.777777777777778,11
811,5.73,2
812,5.625555555555556,38
813,5.051111111111111,38
814,5.3566666666666665,54
815,5.397777777777778,54
816,4.963333333333333,54
817,5.087777777777778,41
818,4.9222222222222225,41
819,4.872222222222222,8
820,5.182222222222222,0
821,4.855555555555555,0
822,4.301111111111111,0
823,4.974444444444444,0
824,5.153333333333333,0
825,5.137777777777778,0
826,5.305555555555555,0
827,5.296666666666667,0
828,5.162222222222222,0
829,4.944444444444445,0
830,4.794444444444444,0
831,5.192222222222222,0
832,5.2,0
833,4.801111111111111,0
834,4.891111111111111,0
835,5.21,0
836,5.094444444444444,0
837,4.7877777777777775,0
838,4.84,0
839,4.995555555555556,0
840,4.937777777777778,0
841,4.873333333333333,0
842,4.7877777777777775,0
843,4.684444444444445,0
844,4.524444444444445,0
845,5.104444444444445,0
846,5.325555555555556,0
847,5.315555555555555,0
848,4.82,0
849,4.933333333333334,0
850,5.658888888888889,0
851,5.391111111111111,0
852,4.432222222222222,0
853,4.852222222222222,0
854,4.66,54
855,4.0377777777777775,54
856,4.653333333333333,54
857,5.038888888888889,54
858,4.564444444444445,54
859,4.137777777777778,44
860,4.432222222222222,54
861,4.698888888888889,54
862,4.785555555555556,39
863,4.746666666666667,39
864,4.64,39
865,4.783333333333333,54
866,4.742222222222222,54
867,4.783333333333333,39
868,5.022222222222222,6
869,4.673333333333333,13
870,4.8133333333333335,54
871,5.092222222222222,54
872,5.3277777777777775,54
873,5.242222222222222,54
874,5.178888888888889,54
875,5.16,54
876,5.076666666666667,54
877,5.043333333333333,54
878,5.104444444444445,54
879,5.1,54
880,5.041111111111111,54
881,5.04,54
882,5.068888888888889,54
883,5.072222222222222,44
884,5.043333333333333,44
885,5.003333333333333,44
886,5.03,3
887,4.963333333333333,3
888,4.961111111111111,54
889,4.995555555555556,54
890,4.932222222222222,54
891,4.831111111111111,54
892,4.924444444444444,54
893,4.888888888888889,54
894,4.843333333333334,54
895,4.894444444444445,54
896,4.946666666666666,54
897,5.013333333333334,54
898,4.964444444444444,54
899,5.03,41
900,5.068888888888889,41
901,4.971111111111111,41
902,4.987777777777778,41
903,4.993333333333333,41
904,5.02,41
905,4.9911111111111115,41
906,5.018888888888889,41
907,5.0088888888888885,41
908,4.935555555555555,41
909,4.845555555555555,44
910,4.828888888888889,44
911,4.7411111111111115,44
912,4.664444444444444,44
913,4.6322222222222225,41
914,4.653333333333333,39
915,4.612222222222222,39
916,4.657777777777778,39
917,4.658888888888889,39
918,4.738888888888889,39
919,5.181111111111111,39
920,5.035555555555556,24
921,4.724444444444444,38
922,4.59,38
923,4.7,38
924,4.92,41
925,4.916666666666667,18
926,5.052222222222222,0
927,5.084444444444444,0
928,5.092222222222222,0
929,5.114444444444445,0
930,5.114444444444445,0
931,5.092222222222222,0
932,5.144444444444445,0
933,5.098888888888889,0
934,5.062222222222222,0
935,5.044444444444444,0
936,5.1722222222222225,0
937,5.066666666666666,0
938,5.053333333333334,0
939,4.904444444444445,0
940,4.865555555555556,0
941,4.821111111111111,0
942,4.814444444444445,0
943,4.73,0
944,4.684444444444445,0
945,4.64,0
946,4.642222222222222,0
947,4.5633333333333335,0
948,4.535555555555556,0
949,4.631111111111111,0
950,4.6433333333333335,0
951,4.57,0
952,4.602222222222222,0
953,4.551111111111111,0
954,4.5344444444444445,0
955,4.527777777777778,0
956,4.461111111111111,0
957,4.483333333333333,0
958,4.517777777777778,0
959,4.4366666666666665,0
960,4.458888888888889,0
961,4.483333333333333,0
962,4.446666666666666,0
963,4.463333333333333,0
964,4.456666666666667,0
965,4.377777777777778,54
966,4.44,54
967,4.435555555555555,54
968,4.43,0
969,4.42,0
970,4.431111111111111,0
971,4.426666666666667,0
972,4.408888888888889,0
973,4.477777777777778,0
974,4.478888888888889,0
975,4.511111111111111,0
976,4.501111111111111,0
977,4.507777777777778,0
978,4.551111111111111,0
979,4.502222222222223,0
980,4.517777777777778,0
981,4.5377777777777775,0
982,4.521111111111111,0
983,4.54,0
984,4.546666666666667,0
985,4.552222222222222,0
986,4.445555555555556,0
987,4.4222222222222225,0
988,4.42,0
989,4.413333333333333,0
990,4.412222222222222,0
991,4.39,0
992,4.33,0
993,4.278888888888889,0
994,4.25,0
995,4.226666666666667,0
996,4.303333333333334,0
997,4.374444444444444,0
998,4.333333333333333,0
999,4.481111111111111,0
1000,4.621111111111111,0
1001,4.698888888888889,0
1002,4.8966666666666665,0
1003,4.866666666666666,0
1004,4.842222222222222,0
1005,4.747777777777777,0
1006,4.558888888888889,0
1007,4.391111111111111,0
1008,4.262222222222222,0
1009,4.291111111111111,0
1010,4.271111111111111,0
1011,4.41,0
1012,4.485555555555556,0
1013,4.5088888888888885,0
1014,4.545555555555556,0
1015,4.792222222222223,0
1016,4.763333333333334,0
1017,4.78,0
1018,4.8,0
1019,4.872222222222222,0
1020,4.921111111111111,0
1021,4.94,0
1022,4.877777777777778,0
1023,4.874444444444444,0
1024,4.88,0
1025,5.128888888888889,0
1026,5.245555555555556,0
1027,5.13,0
1028,5.162222222222222,0
1029,5.245555555555556,0
1030,5.307777777777778,0
1031,5.345555555555555,0
1032,5.394444444444445,0
1033,5.442222222222222,0
1034,5.4222222222222225,0
1035,5.517777777777778,13
1036,5.502222222222223,4
1037,5.5088888888888885,2
1038,5.495555555555556,2
1039,5.522222222222222,38
1040,5.558888888888889,38
1041,5.594444444444444,38
1042,5.3677777777777775,38
1043,5.2588888888888885,38
1044,5.002222222222223,38
1045,4.964444444444444,38
1046,4.918888888888889,38
1047,4.742222222222222,38
1048,4.717777777777778,38
1049,4.767777777777778,38
1050,4.786666666666667,38
1051,4.731111111111111,38
1052,4.736666666666666,38
1053,4.737777777777778,38
1054,4.928888888888889,38
1055,4.73,38
